genre,Q1,Q2,Q3,change Q2 - Q1,change Q3 - Q2
electropop,3.5976890756302518,4.2380522993688015,3.496319663512092,0.6403632237385497,-0.7417326358567093
alternative,3.7815126050420167,10.978358881875563,4.574132492113565,7.196846276833546,-6.404226389761998
folktronica,12.762605042016805,14.11181244364292,3.5226077812828605,1.3492074016261153,-10.58920466236006
hip hop,8.902310924369749,3.9224526600541028,1.5509989484752893,-4.979858264315646,-2.3714537115788135
"dream pop, jangle pop",2.8361344537815127,1.0820559062218216,6.2828601472134595,-1.7540785475596912,5.200804240991638
pop,20.27310924369748,9.761045987376015,19.242902208201894,-10.512063256321465,9.481856220825879
